source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:MF	GO:0046914	transition metal ion binding	0.030868500769355985	True	"""Binding to a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]"	1124	1809	139	20212	0.07683803206191266	0.12366548042704627	query_1	['GO:0046872']
GO:BP	GO:0006809	nitric oxide biosynthetic process	0.031228726352981913	True	"""The chemical reactions and pathways resulting in the formation of nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]"	71	1749	18	21031	0.010291595197255575	0.2535211267605634	query_1	['GO:0044271', 'GO:0046209']
GO:MF	GO:0008289	lipid binding	0.03154068734413071	True	"""Binding to a lipid."" [GOC:ai]"	841	1809	109	20212	0.06025428413488115	0.12960760998810938	query_1	['GO:0005488']
GO:BP	GO:1902946	protein localization to early endosome	0.03218625159593522	True	"""A process in which a protein is transported to, or maintained in, a location within an early endosome."" [GO_REF:0000087, GOC:sjp, GOC:TermGenie, PMID:22621900]"	12	1749	7	21031	0.004002287021154946	0.5833333333333334	query_1	['GO:0036010']
GO:BP	GO:0050770	regulation of axonogenesis	0.0336504441157301	True	"""Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron."" [GOC:ai]"	158	1749	30	21031	0.017152658662092625	0.189873417721519	query_1	['GO:0007409', 'GO:0010975', 'GO:0022603']
GO:BP	GO:0010951	negative regulation of endopeptidase activity	0.03385253344219414	True	"""Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	78	1749	19	21031	0.010863350485991996	0.24358974358974358	query_1	['GO:0010466', 'GO:0052548']
GO:BP	GO:0010638	positive regulation of organelle organization	0.03424991446803529	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	505	1749	70	21031	0.040022870211549454	0.13861386138613863	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']
GO:BP	GO:2000630	positive regulation of miRNA metabolic process	0.03447187247733424	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	65	1749	17	21031	0.009719839908519153	0.26153846153846155	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']
GO:BP	GO:0045682	regulation of epidermis development	0.03447187247733424	True	"""Any process that modulates the frequency, rate or extent of epidermis development."" [GOC:go_curators]"	65	1749	17	21031	0.009719839908519153	0.26153846153846155	query_1	['GO:0008544', 'GO:0050793']
GO:MF	GO:0097367	carbohydrate derivative binding	0.03523566499414112	True	"""Binding to a carbohydrate derivative."" [GOC:pr]"	2304	1809	258	20212	0.14262023217247097	0.11197916666666667	query_1	['GO:0005488']
GO:MF	GO:0003712	transcription coregulator activity	0.035600693239248964	True	"""A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."" [GOC:txnOH-2018, PMID:10213677, PMID:16858867, PMID:24203923, PMID:25957681, Wikipedia:Transcription_coregulator]"	524	1809	74	20212	0.04090657822001106	0.14122137404580154	query_1	['GO:0030674', 'GO:0140110']
GO:BP	GO:0001503	ossification	0.035820517392336514	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]"	423	1749	61	21031	0.03487707261292167	0.14420803782505912	query_1	['GO:0032501']
GO:BP	GO:1900744	regulation of p38MAPK cascade	0.03630127067312797	True	"""Any process that modulates the frequency, rate or extent of p38MAPK cascade."" [GOC:TermGenie]"	41	1749	13	21031	0.007432818753573471	0.3170731707317073	query_1	['GO:0038066', 'GO:0043408']
GO:BP	GO:0045604	regulation of epidermal cell differentiation	0.037122392063819835	True	"""Any process that modulates the frequency, rate or extent of epidermal cell differentiation."" [GOC:go_curators]"	59	1749	16	21031	0.009148084619782733	0.2711864406779661	query_1	['GO:0009913', 'GO:0030856', 'GO:0045682']
GO:BP	GO:0030217	T cell differentiation	0.03762067090814219	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	308	1749	48	21031	0.0274442538593482	0.15584415584415584	query_1	['GO:0030098', 'GO:0042110']
KEGG	KEGG:04210	Apoptosis	0.038416713119907415	True	Apoptosis	135	892	28	8484	0.03139013452914798	0.2074074074074074	query_1	['KEGG:00000']
GO:BP	GO:0007584	response to nutrient	0.03908734099438247	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	167	1749	31	21031	0.017724413950829045	0.18562874251497005	query_1	['GO:0031667', 'GO:0042221']
GO:BP	GO:0071407	cellular response to organic cyclic compound	0.039089016458222936	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	535	1749	73	21031	0.04173813607775872	0.13644859813084112	query_1	['GO:0014070', 'GO:0071310']
KEGG	KEGG:04936	Alcoholic liver disease	0.039796286278634664	True	Alcoholic liver disease	142	892	29	8484	0.032511210762331835	0.20422535211267606	query_1	['KEGG:00000']
GO:BP	GO:0016055	Wnt signaling pathway	0.040227742204192125	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of a target cell and ending with a change in cell state."" [PMID:11532397]"	452	1749	64	21031	0.03659233847913093	0.1415929203539823	query_1	['GO:0007166', 'GO:0198738']
GO:BP	GO:0032989	cellular anatomical entity morphogenesis	0.04062379475049718	True	"""The process in which a cellular entity is generated and organized. A cellular entity has granularity above the level of a protein complex but below that of an anatomical system."" [GOC:dph, GOC:mah, GOC:tb]"	785	1749	99	21031	0.05660377358490566	0.12611464968152866	query_1	['GO:0009653']
REAC	REAC:R-HSA-6799990	Metal sequestration by antimicrobial proteins	0.04077644040899292	True	Metal sequestration by antimicrobial proteins	6	1149	5	10842	0.004351610095735422	0.8333333333333334	query_1	['REAC:R-HSA-6803157']
GO:BP	GO:0032386	regulation of intracellular transport	0.041185225689550665	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	266	1749	43	21031	0.024585477415666093	0.16165413533834586	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']
GO:BP	GO:1990266	neutrophil migration	0.04125230075458609	True	"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]"	129	1749	26	21031	0.014865637507146942	0.20155038759689922	query_1	['GO:0097530']
GO:BP	GO:0042110	T cell activation	0.04222116559370688	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	555	1749	75	21031	0.04288164665523156	0.13513513513513514	query_1	['GO:0046649']
GO:MF	GO:0003714	transcription corepressor activity	0.04230215238783822	True	"""A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."" [GOC:txnOH-2018, PMID:10213677, PMID:16858867]"	197	1809	35	20212	0.019347705914870093	0.17766497461928935	query_1	['GO:0003712']
GO:BP	GO:0042542	response to hydrogen peroxide	0.042718336354271476	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]"	100	1749	22	21031	0.012578616352201259	0.22	query_1	['GO:0000302', 'GO:0010035']
GO:BP	GO:0051150	regulation of smooth muscle cell differentiation	0.04331041293869861	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell differentiation."" [CL:0000192, GOC:ai]"	36	1749	12	21031	0.00686106346483705	0.3333333333333333	query_1	['GO:0051145', 'GO:0051147']
GO:BP	GO:0040013	negative regulation of locomotion	0.04355339860050011	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	336	1749	51	21031	0.029159519725557463	0.15178571428571427	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']
GO:BP	GO:0005975	carbohydrate metabolic process	0.043749270344127594	True	"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]"	565	1749	76	21031	0.04345340194396798	0.13451327433628318	query_1	['GO:0044238', 'GO:0071704']
GO:BP	GO:0000278	mitotic cell cycle	0.043918147811084905	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	895	1749	110	21031	0.06289308176100629	0.12290502793296089	query_1	['GO:0007049']
GO:BP	GO:1901137	carbohydrate derivative biosynthetic process	0.04561079838089427	True	"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]"	661	1749	86	21031	0.049170954831332186	0.13010590015128592	query_1	['GO:1901135', 'GO:1901576']
GO:MF	GO:0008134	transcription factor binding	0.04600568118840766	True	"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]"	600	1809	82	20212	0.04532891100055279	0.13666666666666666	query_1	['GO:0005515']
GO:BP	GO:0198738	cell-cell signaling by wnt	0.04622575534052708	True	"""Any process that mediates the transfer of information from one cell to another, medaited by a wnt family protein ligand. This process includes wnt signal transduction in the receiving cell, release of wnt ligand from a secreting cell as well as any processes that actively facilitate wnt transport and presentation to receptor on the recieving cell."" [GOC:dos]"	454	1749	64	21031	0.03659233847913093	0.14096916299559473	query_1	['GO:0007267']
GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	0.04658334357508574	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	671	1749	87	21031	0.04974271012006861	0.12965722801788376	query_1	['GO:0048858']
GO:MF	GO:0017076	purine nucleotide binding	0.04708728176179132	True	"""Binding to a purine nucleotide, a compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]"	2021	1809	229	20212	0.1265892758430072	0.11331024245423058	query_1	['GO:0000166']
